time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461600000	-24.6159	-6.31897	4.78235	2.25834	-0.560651	lidar	9.22628	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7585	-6.12749	4.78079	2.2267	-0.565089	radar	0.368569	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9398	-5.93943	4.80426	2.20896	-0.55331	lidar	3.52432	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0716	-5.73693	4.80397	2.1774	-0.556684	radar	1.93106	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.207	-5.55991	4.78936	2.15562	-0.551816	lidar	0.627045	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.354	-5.37051	4.79173	2.14082	-0.533364	radar	1.16455	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4936	-5.15648	4.80733	2.11518	-0.531338	lidar	0.732179	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6254	-4.96678	4.80005	2.10248	-0.510128	radar	6.71692	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7402	-4.78559	4.77716	2.08196	-0.506792	lidar	1.2776	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8601	-4.57912	4.77774	2.06216	-0.497636	radar	0.384251	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9641	-4.34674	4.79059	2.03111	-0.50279	lidar	0.576152	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0716	-4.12848	4.79499	1.99776	-0.521235	radar	10.6242	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1531	-3.86276	4.82522	1.95799	-0.53263	lidar	3.09855	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2297	-3.63092	4.82689	1.91759	-0.556498	radar	3.60179	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2497	-3.3651	4.83214	1.86443	-0.580521	lidar	6.72562	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3022	-3.12607	4.83317	1.82476	-0.596835	radar	0.70128	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.326	-2.88453	4.82581	1.78298	-0.608754	lidar	1.96004	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3819	-2.65399	4.8235	1.75729	-0.603116	radar	1.35489	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4754	-2.47956	4.78584	1.753	-0.580967	lidar	9.2548	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5266	-2.24468	4.78768	1.73095	-0.570375	radar	0.793618	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5842	-2.03905	4.76643	1.71371	-0.561034	lidar	2.17756	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6148	-1.80172	4.7662	1.68934	-0.552794	radar	1.85799	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6073	-1.55632	4.76588	1.64969	-0.564293	lidar	1.73577	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6081	-1.31945	4.76352	1.61177	-0.579534	radar	1.84875	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6125	-1.09175	4.75359	1.58288	-0.58009	lidar	0.230221	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6351	-0.859884	4.75191	1.56343	-0.569863	radar	5.18299	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6494	-0.618934	4.75813	1.54165	-0.563056	lidar	0.67443	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6362	-0.378922	4.7623	1.50721	-0.575261	radar	2.34781	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5858	-0.106523	4.7922	1.46589	-0.58539	lidar	3.81	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.564	0.131294	4.79386	1.43674	-0.588046	radar	1.85899	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5449	0.402659	4.82732	1.41287	-0.580663	lidar	2.97654	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5266	0.63937	4.82453	1.39667	-0.56286	radar	1.6921	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5281	0.907029	4.85375	1.38552	-0.544837	lidar	5.43472	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4891	1.15191	4.85596	1.36986	-0.523228	radar	7.41104	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4303	1.39452	4.86146	1.34126	-0.525235	lidar	0.149029	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3886	1.62281	4.85059	1.32539	-0.509939	radar	8.32151	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3325	1.8466	4.84002	1.30151	-0.508987	lidar	0.29896	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2659	2.07786	4.8392	1.27575	-0.509976	radar	0.155857	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2026	2.28787	4.8186	1.25252	-0.508904	lidar	1.07451	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1381	2.51738	4.81475	1.23789	-0.491308	radar	1.1511	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0586	2.75467	4.82455	1.21482	-0.489381	lidar	0.232452	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9662	2.97752	4.82734	1.18194	-0.505252	radar	2.54431	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8675	3.23707	4.86302	1.15854	-0.501717	lidar	2.88705	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.782	3.4624	4.86311	1.13898	-0.496297	radar	2.23668	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6749	3.67359	4.8562	1.11239	-0.498338	lidar	0.131401	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.56	3.88516	4.85372	1.08449	-0.502328	radar	1.04067	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4982	4.08561	4.82644	1.076	-0.48772	lidar	5.91107	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3757	4.29242	4.82495	1.04856	-0.491633	radar	0.618771	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2114	4.50097	4.83959	1.01047	-0.503912	lidar	3.10559	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0654	4.70013	4.83785	0.984503	-0.498796	radar	8.95406	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9481	4.8992	4.83024	0.965576	-0.493379	lidar	0.671096	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7956	5.09192	4.83115	0.936857	-0.496358	radar	2.35857	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6257	5.29423	4.84937	0.905941	-0.501356	lidar	1.51135	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.458	5.47427	4.85284	0.869191	-0.518946	radar	0.974565	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2661	5.64485	4.85727	0.830691	-0.530842	lidar	2.01765	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0986	5.81391	4.85444	0.798644	-0.540702	radar	3.27794	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9241	5.97716	4.84928	0.768992	-0.543504	lidar	0.103693	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7726	6.16142	4.83969	0.764583	-0.507436	radar	4.84272	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6037	6.32089	4.83107	0.740134	-0.506998	lidar	0.227908	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4476	6.4961	4.82308	0.731004	-0.484195	radar	2.33235	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2287	6.69004	4.87089	0.704948	-0.483522	lidar	6.36484	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0355	6.83866	4.86571	0.681185	-0.478686	radar	5.60075	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8228	7.00096	4.88733	0.65432	-0.480461	lidar	1.56717	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.616	7.13836	4.88908	0.623976	-0.487873	radar	1.27151	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4318	7.28866	4.88583	0.606258	-0.481534	lidar	0.557978	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2115	7.41238	4.89676	0.566751	-0.505325	radar	2.44142	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0374	7.57872	4.89855	0.560238	-0.486963	lidar	3.32732	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8497	7.73449	4.89466	0.555663	-0.459481	radar	5.94758	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6433	7.87858	4.90356	0.538454	-0.453433	lidar	0.338228	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4472	8.01258	4.89556	0.525518	-0.44048	radar	1.76305	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2047	8.06279	4.87501	0.475913	-0.468336	lidar	6.04875	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.009	8.20674	4.86619	0.478666	-0.429641	radar	7.77654	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8355	8.36555	4.86135	0.481418	-0.406088	lidar	5.84557	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6048	8.47159	4.87318	0.453858	-0.416508	radar	3.95437	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3605	8.59878	4.90414	0.435546	-0.41282	lidar	2.53708	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1565	8.72455	4.89299	0.434554	-0.384033	radar	2.77705	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9537	8.83725	4.88326	0.422909	-0.376981	lidar	1.07271	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7479	8.95669	4.87142	0.421949	-0.350413	radar	2.56277	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5179	9.03337	4.86675	0.396217	-0.358622	lidar	0.492602	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2869	9.13323	4.87507	0.380139	-0.356332	radar	4.31444	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0032	9.20973	4.9158	0.348931	-0.36819	lidar	8.63049	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7822	9.2971	4.90838	0.335118	-0.362649	radar	1.80818	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5324	9.39641	4.93197	0.321378	-0.35759	lidar	1.40892	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.277	9.43684	4.94236	0.281212	-0.387675	radar	5.08058	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-18.0023	9.55415	4.99444	0.274341	-0.373684	lidar	6.84127	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.762	9.6343	4.99337	0.266245	-0.356802	radar	3.04593	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4961	9.74132	5.03106	0.260558	-0.34359	lidar	3.65518	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2535	9.80948	5.03275	0.245058	-0.342332	radar	0.611381	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9924	9.93568	5.0711	0.249882	-0.319487	lidar	4.90391	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7438	9.99555	5.07334	0.233018	-0.32066	radar	0.145966	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4996	10.1152	5.09179	0.239794	-0.297648	lidar	3.48105	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.2497	10.1743	5.09592	0.223045	-0.301591	radar	0.771294	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-16.0017	10.2179	5.09181	0.204152	-0.305449	lidar	0.105262	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7553	10.2768	5.08957	0.19448	-0.297556	radar	0.248126	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.5151	10.2911	5.07121	0.168706	-0.308731	lidar	1.18063	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2412	10.3074	5.09438	0.135	-0.335288	radar	8.82149	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9803	10.3724	5.11065	0.129395	-0.323853	lidar	1.07721	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.7302	10.41	5.10027	0.123271	-0.305061	radar	6.02125	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4691	10.3864	5.09463	0.0882524	-0.324817	lidar	2.76754	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.2117	10.4096	5.09708	0.0739561	-0.321396	radar	0.715296	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.9295	10.5547	5.15003	0.103203	-0.2748	lidar	14.9583	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6761	10.6053	5.14482	0.105992	-0.250065	radar	2.50834	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.412	10.6123	5.14877	0.0862325	-0.257202	lidar	0.586557	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1529	10.6355	5.15147	0.0743857	-0.255953	radar	0.330631	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8998	10.7395	5.16343	0.0933697	-0.224067	lidar	6.9594	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6411	10.7809	5.16528	0.0917402	-0.211141	radar	1.84341	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3852	10.7563	5.15626	0.0641838	-0.228165	lidar	1.9961	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1288	10.7897	5.15349	0.0640913	-0.211369	radar	1.13647	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8782	10.863	5.15635	0.0748598	-0.190143	lidar	3.57131	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.6112	10.881	5.16449	0.0661504	-0.18787	radar	3.0407	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3677	10.9055	5.15257	0.0603504	-0.184443	lidar	0.719569	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.1043	10.8577	5.16403	0.013428	-0.239795	radar	9.62108	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.8132	10.8226	5.19005	-0.0128421	-0.253622	lidar	5.34642	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5555	10.8184	5.18876	-0.02542	-0.253795	radar	0.0980833	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3126	10.8228	5.17493	-0.0332552	-0.249178	lidar	1.06429	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0587	10.8649	5.1634	-0.0150017	-0.204604	radar	6.75295	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.80028	10.9156	5.16883	-0.00494393	-0.184291	lidar	3.25204	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.55216	10.9078	5.15711	-0.0142495	-0.182384	radar	3.99916	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.29329	10.933	5.16059	-0.0125259	-0.171564	lidar	0.943199	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.03792	10.9219	5.15517	-0.0206671	-0.167743	radar	2.8846	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77812	10.9505	5.1597	-0.0164679	-0.155224	lidar	1.30115	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.5245	10.9223	5.15326	-0.0313535	-0.16095	radar	6.7619	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.32672	10.848	5.09301	-0.0626702	-0.184379	lidar	10.5853	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.07154	10.8574	5.09083	-0.0571288	-0.163459	radar	1.71681	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.76828	10.8838	5.13943	-0.0499804	-0.147897	lidar	6.4262	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.50722	10.8833	5.13926	-0.0462663	-0.129283	radar	2.64342	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.23744	10.8606	5.15144	-0.0562042	-0.132642	lidar	0.707493	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-6.98788	10.8891	5.13785	-0.0366105	-0.0940251	radar	5.57034	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
