time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452600000	4.07229	18.4152	4.86972	3.85721	0.448313	lidar	3.40143	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.89332	18.2456	4.88343	3.89063	0.468385	radar	7.12106	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65776	18.1083	4.91461	3.89107	0.444129	lidar	3.91416	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48308	17.9519	4.89947	3.90626	0.433099	radar	3.22063	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.27083	17.7851	4.92588	3.91753	0.421608	lidar	1.92757	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.09793	17.6042	4.93634	3.94566	0.434054	radar	2.56753	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.91001	17.4944	4.91158	3.94204	0.40963	lidar	8.74902	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76137	17.2878	4.92364	3.98305	0.43804	radar	3.95827	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.59027	17.1021	4.93059	4.00268	0.435492	lidar	0.134135	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42484	16.9279	4.91859	4.01371	0.419371	radar	1.56562	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25985	16.7556	4.91412	4.02735	0.412176	lidar	0.521623	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.0959	16.5605	4.91775	4.04262	0.402681	radar	5.21033	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.94709	16.3246	4.94307	4.07452	0.413583	lidar	4.19262	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.79242	16.1407	4.93221	4.08442	0.39868	radar	1.19275	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.59318	15.9758	4.9454	4.07822	0.371801	lidar	3.15214	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.46369	15.7542	4.958	4.11136	0.391503	radar	1.98669	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.29784	15.5363	4.9839	4.12549	0.385079	lidar	2.02057	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.15098	15.3385	4.98075	4.1374	0.376233	radar	0.989344	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.951268	15.1245	5.02391	4.13628	0.354574	lidar	5.66293	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.807481	14.9332	5.00725	4.14228	0.338368	radar	2.42362	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.69087	14.7154	5.00174	4.16591	0.345339	lidar	0.215772	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.57718	14.4829	5.01248	4.19513	0.360963	radar	1.58447	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.407245	14.2646	5.03943	4.19738	0.344113	lidar	2.41858	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.295312	14.0243	5.06082	4.22863	0.365217	radar	3.80788	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.257019	13.768	5.04232	4.27926	0.398602	lidar	4.57485	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.158973	13.5302	5.05364	4.30617	0.409561	radar	1.47564	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.00400409	13.3071	5.07945	4.30212	0.383616	lidar	3.27721	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.114578	13.083	5.07273	4.31328	0.373027	radar	0.712255	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.145841	12.8495	5.04072	4.3547	0.397541	lidar	3.88663	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.25374	12.6202	5.03581	4.3618	0.380243	radar	3.68913	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.374734	12.3858	5.04995	4.36701	0.365492	lidar	1.00993	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.485893	12.1679	5.03909	4.3692	0.346253	radar	4.10911	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.576596	11.9464	5.02896	4.38096	0.34091	lidar	0.700392	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.68525	11.7167	5.02853	4.38388	0.323858	radar	3.39399	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.874127	11.4813	5.0691	4.35863	0.279676	lidar	8.8924	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.97412	11.2505	5.0567	4.36089	0.26161	radar	3.66879	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.1521	11.028	5.07915	4.33719	0.223116	lidar	5.6029	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.23604	10.7868	5.08562	4.35487	0.233081	radar	0.848573	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.36654	10.5353	5.11289	4.35239	0.217993	lidar	2.59824	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.44954	10.2828	5.12691	4.37004	0.227875	radar	1.6043	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.56238	10.0712	5.1117	4.36686	0.213303	lidar	2.59671	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.65171	9.83722	5.10465	4.37354	0.20756	radar	0.402885	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.73795	9.61273	5.0915	4.38073	0.204534	lidar	0.820759	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.83347	9.36826	5.10406	4.3888	0.205059	radar	2.85948	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.91135	9.07654	5.1459	4.40615	0.211622	lidar	7.61284	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.9987	8.84511	5.13248	4.40775	0.199098	radar	1.6672	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.09943	8.594	5.14672	4.40918	0.190137	lidar	0.766738	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.20724	8.34801	5.15719	4.40597	0.176074	radar	3.6496	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.26847	8.10789	5.14655	4.41981	0.181386	lidar	0.387535	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.34388	7.88093	5.12747	4.4239	0.174464	radar	5.23277	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.45991	7.63363	5.14411	4.41636	0.157578	lidar	1.78862	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.59764	7.40117	5.14466	4.39195	0.116347	radar	7.2841	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.70548	7.14587	5.16405	4.38881	0.106961	lidar	1.30937	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.77984	6.90659	5.1582	4.39751	0.112046	radar	1.20206	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.83606	6.68866	5.12589	4.40846	0.117738	lidar	3.29218	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.91533	6.45459	5.10967	4.40477	0.0997339	radar	4.62212	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.97222	6.21241	5.10129	4.41681	0.106914	lidar	0.460191	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.07887	5.97088	5.11031	4.40924	0.0930757	radar	3.63549	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.15689	5.69967	5.1354	4.41597	0.0950102	lidar	2.32859	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.26151	5.45552	5.13829	4.40216	0.0675096	radar	3.11707	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.35687	5.19717	5.1569	4.40077	0.0626498	lidar	1.13964	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.43229	4.95077	5.15717	4.40594	0.0656274	radar	0.0219164	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.5436	4.68174	5.19072	4.39972	0.0561533	lidar	3.96342	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6492	4.43366	5.19656	4.38565	0.0300285	radar	2.95361	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.78136	4.17219	5.22925	4.3719	0.0151242	lidar	5.36974	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.86823	3.92884	5.22745	4.37475	0.0199913	radar	0.95018	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.94255	3.69072	5.21496	4.37886	0.022893	lidar	0.613871	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.04899	3.46769	5.19943	4.36387	-0.000834799	radar	4.55356	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.14003	3.22321	5.20055	4.36311	-0.00151479	lidar	0.0113395	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.25193	2.97547	5.21155	4.35011	-0.0211851	radar	1.33255	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.3361	2.7054	5.23297	4.35502	-0.0149694	lidar	1.97158	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.42705	2.45701	5.23591	4.35489	-0.0143321	radar	0.0902166	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.53096	2.19759	5.25447	4.35224	-0.0157024	lidar	1.40812	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.64195	1.95998	5.25417	4.33392	-0.046306	radar	4.71019	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.75504	1.69458	5.28123	4.32981	-0.0471697	lidar	3.03494	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.87626	1.44931	5.29193	4.31394	-0.0685731	radar	1.42344	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.9289	1.20562	5.27082	4.32572	-0.0545679	lidar	6.10158	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.03014	0.974504	5.25929	4.32006	-0.0584873	radar	0.921455	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.08667	0.734174	5.23833	4.32999	-0.0467013	lidar	5.03754	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.18064	0.463696	5.26509	4.32881	-0.0504389	radar	5.34236	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.25322	0.218663	5.25529	4.3343	-0.0428467	lidar	1.51341	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.36193	-0.0200683	5.25325	4.33144	-0.0389787	radar	30.5065	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.4329	-0.263249	5.24181	4.33749	-0.0313563	lidar	1.6574	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.55087	-0.475421	5.22123	4.32143	-0.0497343	radar	4.63585	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.70062	-0.666506	5.19278	4.29481	-0.0753486	lidar	6.30619	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.81408	-0.897236	5.19517	4.27985	-0.0964616	radar	5.68416	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.90868	-1.15542	5.21104	4.28379	-0.0868518	lidar	1.1635	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.00204	-1.40834	5.22131	4.28626	-0.080715	radar	2.24558	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.14806	-1.61712	5.20908	4.26506	-0.0990192	lidar	2.42408	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.28397	-1.84882	5.22501	4.24278	-0.128761	radar	4.94093	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.38785	-2.09312	5.23007	4.24338	-0.121183	lidar	0.377062	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.53233	-2.30871	5.22475	4.22541	-0.134428	radar	3.60313	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.6875	-2.51691	5.21735	4.20401	-0.150214	lidar	1.46752	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.83659	-2.73477	5.22014	4.1858	-0.163989	radar	1.68598	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.92687	-2.99252	5.23242	4.19774	-0.142129	lidar	2.54089	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.05703	-3.21812	5.22981	4.19108	-0.140531	radar	0.152367	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.18474	-3.41735	5.20443	4.17912	-0.146573	lidar	2.20728	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.32821	-3.65186	5.21912	4.17066	-0.147715	radar	4.58457	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.4926	-3.8055	5.17117	4.13852	-0.175566	lidar	8.38773	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.63601	-4.01811	5.17118	4.12697	-0.180025	radar	0.514811	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.7967	-4.23816	5.18334	4.11384	-0.184121	lidar	0.855266	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.94683	-4.45406	5.18678	4.10431	-0.184273	radar	0.396079	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.11422	-4.68207	5.20866	4.09309	-0.185864	lidar	2.0561	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.25873	-4.89199	5.19427	4.08994	-0.174651	radar	2.64732	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.39458	-5.10832	5.19134	4.08782	-0.167618	lidar	0.308821	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54302	-5.29895	5.16498	4.07956	-0.163916	radar	4.74965	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74272	-5.49242	5.17666	4.05346	-0.182878	lidar	2.62725	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90173	-5.69385	5.17034	4.0453	-0.180176	radar	0.604107	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06349	-5.87947	5.15783	4.03184	-0.18521	lidar	0.557076	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.20933	-6.06072	5.12466	4.02645	-0.178009	radar	7.95351	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.39296	-6.1738	5.07087	3.98979	-0.208791	lidar	10.9424	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.56492	-6.36094	5.06692	3.97888	-0.208041	radar	1.02344	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.71071	-6.55948	5.06185	3.97901	-0.1969	lidar	0.650662	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91359	-6.72973	5.07114	3.95383	-0.214178	radar	6.50535	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1246	-6.88453	5.07088	3.92472	-0.233817	lidar	1.21802	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3063	-7.05373	5.06683	3.9101	-0.237388	radar	1.24275	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5422	-7.21933	5.09145	3.87991	-0.256326	lidar	4.46533	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7404	-7.37384	5.08694	3.85992	-0.264283	radar	2.30248	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9914	-7.52149	5.11051	3.82441	-0.287379	lidar	4.72839	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.183	-7.67226	5.09525	3.81002	-0.287248	radar	1.76971	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3367	-7.81906	5.05862	3.80606	-0.277311	lidar	6.39092	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5332	-7.95923	5.04346	3.7891	-0.280657	radar	2.56256	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7182	-8.05948	5.00056	3.76419	-0.293558	lidar	7.53255	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9166	-8.18858	4.97565	3.74671	-0.296457	radar	3.31848	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.137	-8.27269	4.95271	3.71019	-0.320178	lidar	3.18061	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.354	-8.40043	4.96363	3.69109	-0.323281	radar	2.0657	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.562	-8.47388	4.92968	3.65816	-0.342188	lidar	5.3705	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7727	-8.57565	4.90646	3.63548	-0.34916	radar	3.08082	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0511	-8.65271	4.9328	3.5906	-0.377001	lidar	5.04684	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2874	-8.75424	4.94455	3.56791	-0.380297	radar	2.23271	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5127	-8.79234	4.91415	3.5271	-0.404477	lidar	5.3412	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7361	-8.85402	4.88573	3.49568	-0.41916	radar	5.48479	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9667	-8.9489	4.89191	3.47919	-0.414192	lidar	0.232155	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2061	-9.03435	4.90974	3.4614	-0.408678	radar	2.19606	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4316	-9.13139	4.91165	3.45088	-0.398244	lidar	0.30933	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6635	-9.20187	4.90575	3.42995	-0.400249	radar	0.30048	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.943	-9.19486	4.91731	3.37402	-0.437051	lidar	3.70654	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1921	-9.26174	4.93034	3.35597	-0.43219	radar	4.0485	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4541	-9.36756	4.96487	3.3532	-0.410847	lidar	7.04695	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6992	-9.40382	4.95554	3.32445	-0.422337	radar	1.92629	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9561	-9.4805	4.97555	3.3152	-0.409014	lidar	2.53557	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2056	-9.5007	4.97015	3.28434	-0.421851	radar	2.45473	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.457	-9.48802	4.96549	3.24458	-0.441373	lidar	1.40216	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6892	-9.49232	4.94444	3.21453	-0.452802	radar	5.79036	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9666	-9.47568	4.96746	3.17632	-0.467588	lidar	2.04779	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2168	-9.51579	4.97705	3.16855	-0.449051	radar	7.44253	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4745	-9.53201	4.98667	3.15043	-0.444078	lidar	0.551307	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7289	-9.52482	4.98794	3.12338	-0.450893	radar	1.59954	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9811	-9.49016	4.98917	3.08971	-0.462214	lidar	0.444017	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2276	-9.45863	4.98277	3.05768	-0.474499	radar	0.835577	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4413	-9.49254	4.95157	3.0581	-0.451649	lidar	3.71083	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6819	-9.47325	4.9486	3.03905	-0.446367	radar	1.75569	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9293	-9.46472	4.94952	3.02453	-0.438367	lidar	0.29455	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1654	-9.42545	4.94321	3.00104	-0.438758	radar	4.21126	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.401	-9.30749	4.94146	2.94694	-0.471586	lidar	4.99142	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6376	-9.23755	4.93538	2.91235	-0.486624	radar	1.26857	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8802	-9.11764	4.94597	2.86404	-0.51034	lidar	2.28687	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1148	-9.02737	4.94689	2.8307	-0.51829	radar	5.11211	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.3167	-9.13186	4.8842	2.87447	-0.451803	lidar	22.9535	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5554	-9.07809	4.88606	2.85825	-0.444225	radar	1.39659	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7719	-8.98251	4.87586	2.82535	-0.455601	lidar	1.43916	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-21.0093	-8.90128	4.88153	2.80066	-0.458685	radar	2.22223	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.2081	-8.82664	4.85199	2.77888	-0.459196	lidar	2.92	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4389	-8.73618	4.85549	2.75363	-0.46359	radar	1.77152	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6409	-8.70348	4.81808	2.75157	-0.444471	lidar	4.22135	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8425	-8.5667	4.80745	2.70236	-0.481885	radar	7.36709	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0483	-8.4904	4.78886	2.68768	-0.473478	lidar	0.98891	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2589	-8.37733	4.78907	2.66321	-0.472414	radar	1.83233	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4869	-8.28892	4.7945	2.65068	-0.461045	lidar	1.15878	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6854	-8.16396	4.78653	2.6192	-0.473619	radar	1.44936	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8996	-7.94829	4.83217	2.56311	-0.503368	lidar	7.65343	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0926	-7.79922	4.82852	2.52317	-0.527729	radar	4.15088	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.3132	-7.63727	4.85855	2.49433	-0.5284	lidar	2.62628	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.5093	-7.49415	4.86082	2.47514	-0.516078	radar	1.35292	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6756	-7.34287	4.84211	2.44559	-0.520919	lidar	1.49782	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8626	-7.18479	4.84548	2.42144	-0.517253	radar	0.808016	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0327	-7.0772	4.80852	2.41105	-0.504428	lidar	3.74463	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.2009	-6.89942	4.80958	2.37616	-0.517344	radar	2.08946	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3469	-6.65889	4.83243	2.32273	-0.54286	lidar	5.3024	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5123	-6.48115	4.83329	2.29214	-0.551253	radar	3.50763	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
